freelancer_id,hourly_rate,experience_years,rating,completed_projects,on_time_delivery_rate,response_time_hours,profile_views,repeat_client_rate,skill_category,country,english_level,availability,platform_badge,cluster,cluster_name,pc1,pc2
4702,14.32,1.1,3.6,8,79.5,30.8,885,12.9,copywriting,Chile,advanced,part_time,expert_vetted,0,Bajo on time delivery rate / Bajo rating,-2.3365586180409164,-0.18823464467329393
4703,9.93,2.1,4.29,28,82.7,31.2,656,14.8,customer_support,Guatemala,advanced,full_time,rising_talent,0,Bajo on time delivery rate / Bajo rating,-1.7031973478195108,-0.8214089941900325
4704,103.02,6.1,3.01,91,94.0,100.2,1568,17.3,web_development,Guatemala,advanced,part_time,top_rated,0,Bajo on time delivery rate / Bajo rating,-1.2410011958347236,4.235847913981052
4705,18.82,2.8,3.68,35,84.4,30.1,1228,13.8,customer_support,Colombia,intermediate,part_time,none,0,Bajo on time delivery rate / Bajo rating,-1.7171228336845112,-0.05118367250219034
4706,19.32,1.2,4.16,9,78.7,45.1,618,22.6,web_development,El Salvador,native,part_time,top_rated,0,Bajo on time delivery rate / Bajo rating,-2.0397147449448547,-0.1647680599720397
4707,21.22,2.8,4.17,4,73.3,35.2,120,23.8,copywriting,El Salvador,intermediate,part_time,top_rated,0,Bajo on time delivery rate / Bajo rating,-1.9393688347804228,-0.242049418202323
4708,11.72,0.5,3.76,26,74.3,21.9,583,6.2,web_development,Guatemala,basic,full_time,none,0,Bajo on time delivery rate / Bajo rating,-2.424633317796882,-0.5308767167730547
4709,53.03,9.7,3.32,12,64.9,57.3,846,14.7,mobile_development,Guatemala,intermediate,part_time,expert_vetted,0,Bajo on time delivery rate / Bajo rating,-1.9916749068809207,2.5012509194020778
4710,21.26,4.1,3.4,6,57.2,63.4,204,4.1,copywriting,Mexico,native,full_time,expert_vetted,0,Bajo on time delivery rate / Bajo rating,-3.526582167559268,1.7028599619593106
4711,11.29,2.5,4.36,35,79.7,14.3,1219,3.9,web_development,Peru,intermediate,full_time,top_rated,0,Bajo on time delivery rate / Bajo rating,-1.474282063417938,-1.1367588140040714
4712,34.23,5.9,4.6,67,93.5,4.9,1937,43.6,data_analysis,Mexico,intermediate,full_time,none,2,Bajo response time hours / Alto on time delivery rate,0.7950393023919213,-1.1241393605071557
4713,17.86,2.6,3.63,15,79.6,35.2,1153,15.2,mobile_development,Peru,advanced,part_time,none,0,Bajo on time delivery rate / Bajo rating,-2.0756046788782525,0.14069162868379564
4714,38.13,5.9,4.4,65,85.8,11.2,1945,24.5,web_development,Guatemala,advanced,weekends,none,2,Bajo response time hours / Alto on time delivery rate,0.0640286458385542,-0.509377452543223
4715,87.92,14.0,4.66,295,90.9,1.3,5209,86.4,machine_learning,Guatemala,advanced,limited,top_rated,1,Alto completed projects / Alto experience years,4.662690550864195,1.4126471947579462
4716,93.53,11.5,4.87,160,95.2,4.5,5486,54.6,copywriting,Colombia,intermediate,weekends,top_rated,1,Alto completed projects / Alto experience years,3.553767917901905,0.7990482074475628
4717,36.4,5.8,4.41,70,96.0,7.2,2693,37.3,copywriting,Argentina,advanced,full_time,none,2,Bajo response time hours / Alto on time delivery rate,0.768667206757766,-0.828144927531935
4718,20.37,2.9,3.82,13,55.0,45.3,403,13.2,mobile_development,Mexico,advanced,part_time,verified,0,Bajo on time delivery rate / Bajo rating,-2.9260392526087355,0.8631388864925378
4719,21.96,5.4,4.47,113,94.5,4.4,3195,29.5,graphic_design,Peru,native,full_time,rising_talent,2,Bajo response time hours / Alto on time delivery rate,0.7457504734980288,-1.039679152550329
4720,9.64,2.1,4.39,17,87.3,44.1,1217,4.4,web_development,El Salvador,intermediate,full_time,none,0,Bajo on time delivery rate / Bajo rating,-1.8589962160467,-0.6258391498119416
4721,41.02,6.8,4.44,107,95.6,12.9,1518,53.0,copywriting,Peru,basic,part_time,top_rated,2,Bajo response time hours / Alto on time delivery rate,1.087911809867432,-0.5666597747988241
4722,90.95,13.9,4.68,285,96.9,3.4,5286,63.9,customer_support,Guatemala,intermediate,full_time,none,1,Alto completed projects / Alto experience years,4.403287031418052,1.3444529756794472
4723,20.73,1.8,4.08,30,66.8,12.3,598,11.6,machine_learning,Argentina,intermediate,full_time,top_rated,0,Bajo on time delivery rate / Bajo rating,-1.92301421635026,-0.5996154022828062
4724,21.63,4.4,4.36,110,86.7,15.6,3112,44.6,copywriting,Mexico,intermediate,full_time,none,2,Bajo response time hours / Alto on time delivery rate,0.4015596842642334,-0.5139000132388494
4725,27.84,3.2,4.22,73,93.3,4.4,2724,22.9,digital_marketing,Chile,advanced,full_time,none,2,Bajo response time hours / Alto on time delivery rate,0.031006196051774824,-1.0045849308375208
4726,21.8,2.5,3.51,20,80.5,39.5,606,5.9,mobile_development,Peru,basic,weekends,none,0,Bajo on time delivery rate / Bajo rating,-2.3932738420631163,0.3259522343674864
4727,38.71,5.7,4.53,54,82.9,6.8,1449,31.2,digital_marketing,Chile,intermediate,full_time,verified,2,Bajo response time hours / Alto on time delivery rate,0.10510235240085677,-0.7837057286052106
4728,16.33,0.2,4.19,25,68.4,15.5,723,4.6,machine_learning,Guatemala,intermediate,part_time,rising_talent,0,Bajo on time delivery rate / Bajo rating,-2.19035239147613,-0.8244657987346252
4729,40.49,1.2,3.55,19,56.0,25.4,1205,12.2,data_analysis,Mexico,basic,part_time,top_rated,0,Bajo on time delivery rate / Bajo rating,-2.5080249616881725,0.8699030399411363
4730,50.72,1.8,3.62,91,54.3,26.2,2771,17.8,machine_learning,El Salvador,intermediate,limited,rising_talent,0,Bajo on time delivery rate / Bajo rating,-1.6359247825780265,1.4859454595997046
4731,31.29,3.7,4.64,31,94.3,10.8,837,43.8,web_development,Argentina,intermediate,limited,rising_talent,2,Bajo response time hours / Alto on time delivery rate,0.15023766653776421,-1.4757179535075042
4732,72.01,10.3,4.64,108,92.1,3.7,2611,60.5,mobile_development,Guatemala,advanced,full_time,top_rated,1,Alto completed projects / Alto experience years,2.305188311602125,0.05055466224896934
4733,17.44,1.0,3.8,29,73.8,13.0,692,8.1,digital_marketing,Argentina,advanced,full_time,top_rated,0,Bajo on time delivery rate / Bajo rating,-2.0773862566428254,-0.6289284177952882
4734,32.13,5.9,4.21,35,92.3,5.5,954,54.3,data_analysis,Costa Rica,native,full_time,none,2,Bajo response time hours / Alto on time delivery rate,0.35024528171700936,-1.0225898116934806
4735,11.58,1.0,4.26,27,79.8,46.6,528,11.1,machine_learning,Costa Rica,basic,part_time,none,0,Bajo on time delivery rate / Bajo rating,-2.2173351064307805,-0.3477024443500473
4736,31.85,7.0,4.56,70,87.1,10.8,1647,49.8,web_development,Argentina,advanced,part_time,top_rated,2,Bajo response time hours / Alto on time delivery rate,0.6570532195559226,-0.7374890097523482
4737,20.81,0.8,4.04,33,84.2,36.2,1347,3.1,machine_learning,Mexico,native,full_time,top_rated,0,Bajo on time delivery rate / Bajo rating,-1.944547757554023,-0.29588715600082005
4738,86.78,7.0,4.9,171,91.5,7.2,5472,68.3,machine_learning,Colombia,advanced,part_time,none,1,Alto completed projects / Alto experience years,3.2014930173462233,0.5438400369995183
4739,42.42,6.3,4.22,119,86.7,9.3,3112,49.0,mobile_development,Argentina,native,weekends,top_rated,2,Bajo response time hours / Alto on time delivery rate,0.9893877822346308,-0.039055464696151856
4740,83.69,13.2,4.63,303,98.0,6.7,7208,55.4,graphic_design,Mexico,intermediate,full_time,rising_talent,1,Alto completed projects / Alto experience years,4.467356224947015,1.5564804146924933
4741,71.81,10.6,4.82,95,92.9,4.2,2369,59.7,copywriting,Chile,advanced,limited,expert_vetted,1,Alto completed projects / Alto experience years,2.348072746092084,-0.17622928910616287
4742,23.9,4.9,4.46,101,95.1,11.8,2870,38.5,mobile_development,Guatemala,intermediate,weekends,rising_talent,2,Bajo response time hours / Alto on time delivery rate,0.651483213258416,-0.9031229593652701
4743,20.44,1.4,4.26,26,70.7,43.3,694,16.8,customer_support,Guatemala,advanced,full_time,verified,0,Bajo on time delivery rate / Bajo rating,-2.156602680716659,-0.005549102589718928
4744,20.31,0.7,4.35,14,72.5,14.4,1046,2.6,mobile_development,Argentina,native,full_time,rising_talent,0,Bajo on time delivery rate / Bajo rating,-1.8904611397197626,-1.0019015317921556
4745,78.39,11.2,4.73,113,98.7,5.8,2789,70.9,machine_learning,Argentina,advanced,full_time,top_rated,1,Alto completed projects / Alto experience years,2.9207254305643024,0.0789315712320474
4746,9.65,2.1,4.3,15,79.4,39.2,499,13.9,digital_marketing,Mexico,advanced,full_time,none,0,Bajo on time delivery rate / Bajo rating,-2.02247635793081,-0.5836254140143046
4747,64.62,10.6,4.95,312,97.6,4.4,3301,54.5,copywriting,Costa Rica,intermediate,full_time,none,1,Alto completed projects / Alto experience years,3.541503507729233,0.229928803591829
4748,69.81,12.6,4.96,107,97.8,1.4,3184,80.5,copywriting,El Salvador,advanced,full_time,none,1,Alto completed projects / Alto experience years,3.3409827149250795,-0.25801007841014717
4749,50.42,3.2,3.02,20,77.1,21.0,973,6.5,machine_learning,Mexico,native,part_time,rising_talent,0,Bajo on time delivery rate / Bajo rating,-1.9936745764571155,0.9436233757268945
4750,31.4,5.3,4.73,99,83.9,10.7,1835,36.0,graphic_design,Peru,advanced,weekends,top_rated,2,Bajo response time hours / Alto on time delivery rate,0.4297675168781271,-0.840799918515728
4751,20.73,6.0,4.4,28,86.3,14.5,493,26.4,machine_learning,Costa Rica,intermediate,full_time,top_rated,2,Bajo response time hours / Alto on time delivery rate,-0.577987629642149,-1.030018830941078
4752,42.99,5.5,4.21,75,91.3,13.7,2618,44.2,data_analysis,Costa Rica,intermediate,limited,rising_talent,2,Bajo response time hours / Alto on time delivery rate,0.591464023938817,-0.2588077793269502
4753,25.31,4.5,4.27,27,85.2,14.2,1141,28.5,data_analysis,Peru,intermediate,full_time,none,2,Bajo response time hours / Alto on time delivery rate,-0.6271977937260563,-0.8544805827661232
4754,38.99,4.6,4.28,115,82.4,4.0,2648,40.3,machine_learning,Mexico,basic,part_time,none,2,Bajo response time hours / Alto on time delivery rate,0.5344453725491097,-0.363802838632204
4755,12.66,1.6,3.62,4,83.4,15.9,681,17.6,digital_marketing,Chile,advanced,full_time,rising_talent,0,Bajo on time delivery rate / Bajo rating,-1.9229702778157758,-0.779192893225142
4756,80.66,11.9,4.81,169,93.9,2.3,5577,85.7,mobile_development,Costa Rica,intermediate,part_time,top_rated,1,Alto completed projects / Alto experience years,3.9965418550257237,0.6517812448154287
4757,44.83,3.2,4.68,119,84.5,7.4,1336,43.2,mobile_development,Peru,advanced,part_time,none,2,Bajo response time hours / Alto on time delivery rate,0.5664968593562191,-0.8021619177229865
4758,32.01,6.6,4.51,75,88.7,10.9,2278,50.5,copywriting,Colombia,basic,weekends,none,2,Bajo response time hours / Alto on time delivery rate,0.7730129404635662,-0.6972100934870903
4759,57.24,9.3,4.78,211,91.0,7.0,3635,77.8,mobile_development,Chile,advanced,limited,none,1,Alto completed projects / Alto experience years,2.995012518919633,0.12300709459966767
4760,10.48,0.1,3.66,5,72.0,41.5,597,7.9,digital_marketing,Guatemala,basic,full_time,top_rated,0,Bajo on time delivery rate / Bajo rating,-2.9826163564777906,0.0589237798254553
4761,13.39,0.4,3.91,6,78.9,38.5,144,16.5,web_development,Costa Rica,intermediate,full_time,verified,0,Bajo on time delivery rate / Bajo rating,-2.4498201419641252,-0.39477887458891137
4762,34.68,7.4,3.43,59,63.6,42.8,1834,4.7,customer_support,Mexico,advanced,limited,none,0,Bajo on time delivery rate / Bajo rating,-1.9626939528575946,1.797800484271772
4763,53.71,9.7,3.47,73,48.5,66.2,2285,1.9,customer_support,Mexico,native,part_time,none,0,Bajo on time delivery rate / Bajo rating,-2.177831000363147,3.4305768847289673
4764,73.91,10.8,4.78,88,92.7,1.5,2419,54.6,machine_learning,Argentina,intermediate,limited,top_rated,1,Alto completed projects / Alto experience years,2.295897108638399,-0.1576387449019791
4765,15.06,2.9,3.9,8,65.9,27.6,357,8.1,data_analysis,Guatemala,advanced,part_time,none,0,Bajo on time delivery rate / Bajo rating,-2.4734322605442363,-0.09626520551294557
4766,45.46,13.2,4.83,135,97.2,2.1,1682,45.6,digital_marketing,Guatemala,basic,limited,none,1,Alto completed projects / Alto experience years,2.2533203406519533,-0.6179164319320893
4767,20.73,5.7,4.8,50,84.8,7.4,1374,53.0,customer_support,Guatemala,intermediate,part_time,top_rated,2,Bajo response time hours / Alto on time delivery rate,0.44159565643617765,-1.3606091995495142
4768,43.4,5.0,2.9,58,64.3,40.2,1592,17.6,graphic_design,Costa Rica,basic,full_time,rising_talent,0,Bajo on time delivery rate / Bajo rating,-2.1767905472548374,2.0724085738145535
4769,18.03,1.4,3.78,16,75.8,24.1,477,16.9,machine_learning,Guatemala,advanced,full_time,top_rated,0,Bajo on time delivery rate / Bajo rating,-2.1168257602686893,-0.37551657071638433
4770,60.35,10.6,4.85,191,90.4,2.6,4219,42.6,web_development,Guatemala,intermediate,full_time,none,1,Alto completed projects / Alto experience years,2.641855941056731,0.1402698926233013
4771,15.78,3.0,4.11,6,65.2,25.9,399,17.0,data_analysis,El Salvador,intermediate,full_time,verified,0,Bajo on time delivery rate / Bajo rating,-2.17018047108981,-0.3147270352122704
4772,22.71,1.7,3.92,20,68.5,51.7,834,18.5,data_analysis,Argentina,basic,part_time,rising_talent,0,Bajo on time delivery rate / Bajo rating,-2.4690940178717997,0.6331032206431454
4773,19.73,0.2,3.68,19,76.5,13.1,1330,19.5,graphic_design,Peru,advanced,weekends,top_rated,0,Bajo on time delivery rate / Bajo rating,-1.8618875666519503,-0.5676527789743617
4774,66.68,13.9,4.73,238,97.8,7.3,5450,45.6,copywriting,Colombia,intermediate,part_time,verified,1,Alto completed projects / Alto experience years,3.596002592284697,0.8421306708132228
4775,20.87,0.0,4.21,22,75.3,46.3,646,5.9,data_analysis,Costa Rica,advanced,weekends,expert_vetted,0,Bajo on time delivery rate / Bajo rating,-2.452314403996154,-0.10887285740388881
4776,20.05,4.2,4.72,118,95.2,13.5,3616,52.7,copywriting,Costa Rica,intermediate,full_time,rising_talent,2,Bajo response time hours / Alto on time delivery rate,1.1277485160530252,-1.0608437848210361
4777,33.13,3.2,4.62,51,86.9,13.9,2046,34.2,graphic_design,Guatemala,advanced,part_time,none,2,Bajo response time hours / Alto on time delivery rate,-0.003738472577631034,-0.9443523626079936
4778,43.67,2.5,3.46,83,48.2,41.7,1322,8.0,copywriting,Guatemala,basic,full_time,none,0,Bajo on time delivery rate / Bajo rating,-2.6435590634529302,1.929895060805313
4779,48.81,13.9,4.61,164,96.3,7.0,2061,77.2,graphic_design,Peru,advanced,weekends,none,1,Alto completed projects / Alto experience years,2.8722669587778165,-0.03820333117063474
4780,83.37,8.9,4.78,239,95.1,7.2,8410,65.3,machine_learning,Guatemala,advanced,part_time,expert_vetted,1,Alto completed projects / Alto experience years,4.143951459076991,1.1887813782763554
4781,25.42,5.6,4.64,115,91.2,13.1,2328,23.6,data_analysis,Chile,advanced,part_time,top_rated,2,Bajo response time hours / Alto on time delivery rate,0.44075119881060076,-0.8347128548617275
4782,29.36,6.4,4.24,59,87.6,3.1,855,39.8,data_analysis,Guatemala,advanced,weekends,rising_talent,2,Bajo response time hours / Alto on time delivery rate,0.1327657612756152,-0.9445191845617218
4783,36.76,5.7,4.69,38,91.8,6.7,380,46.2,data_analysis,Argentina,advanced,weekends,none,2,Bajo response time hours / Alto on time delivery rate,0.43358482721845637,-1.3604095352800853
4784,40.78,4.2,4.61,109,87.2,13.4,2163,47.4,copywriting,Peru,advanced,full_time,none,2,Bajo response time hours / Alto on time delivery rate,0.7105878428880772,-0.5922443755959349
4785,63.25,9.8,4.75,155,92.8,1.7,1917,66.0,web_development,Colombia,intermediate,limited,rising_talent,1,Alto completed projects / Alto experience years,2.465779217116225,-0.27529954523292477
4786,29.96,5.4,4.3,117,95.3,10.2,3804,29.1,copywriting,El Salvador,intermediate,part_time,top_rated,2,Bajo response time hours / Alto on time delivery rate,0.7858561703307336,-0.4792747816468031
4787,42.62,4.3,4.2,44,85.5,13.2,2079,39.3,machine_learning,El Salvador,advanced,weekends,top_rated,2,Bajo response time hours / Alto on time delivery rate,-0.013340277921605559,-0.3572529039970616
4788,34.32,3.5,4.51,104,82.3,3.5,2573,20.1,mobile_development,Chile,basic,limited,rising_talent,2,Bajo response time hours / Alto on time delivery rate,0.10209332437296992,-0.795950315155667
4789,83.21,7.1,4.91,180,90.5,1.8,6296,43.5,machine_learning,Chile,advanced,full_time,top_rated,1,Alto completed projects / Alto experience years,2.9780699432351843,0.47028323641762815
4790,44.16,4.1,4.51,70,91.6,14.7,988,54.8,web_development,Chile,intermediate,limited,top_rated,2,Bajo response time hours / Alto on time delivery rate,0.5287106072170806,-0.787844717160253
4791,42.78,4.7,4.23,55,87.8,14.6,1591,27.1,machine_learning,Chile,intermediate,full_time,rising_talent,2,Bajo response time hours / Alto on time delivery rate,-0.16093431873374422,-0.40719988230268067
4792,14.2,1.8,4.07,24,69.8,42.8,1408,7.3,data_analysis,Peru,basic,limited,top_rated,0,Bajo on time delivery rate / Bajo rating,-2.372858065909145,0.15150437079856655
4793,8.28,2.5,3.75,28,71.0,38.8,1197,22.7,graphic_design,Colombia,intermediate,part_time,none,0,Bajo on time delivery rate / Bajo rating,-2.229227574975105,0.22287041514585237
4794,26.42,5.5,4.72,87,90.0,12.1,2512,51.6,mobile_development,Peru,intermediate,full_time,expert_vetted,2,Bajo response time hours / Alto on time delivery rate,0.8556574978261797,-0.9894995345495893
4795,14.04,0.3,4.04,11,85.8,26.9,900,10.2,graphic_design,Mexico,intermediate,full_time,none,0,Bajo on time delivery rate / Bajo rating,-1.9416033326904545,-0.8835553472145294
4796,53.02,9.3,3.65,95,61.0,56.2,3918,5.7,data_analysis,El Salvador,advanced,full_time,rising_talent,0,Bajo on time delivery rate / Bajo rating,-1.1532727842940347,2.879515292724325
4797,17.47,0.7,3.53,16,85.3,18.9,1008,10.2,data_analysis,Argentina,advanced,full_time,rising_talent,0,Bajo on time delivery rate / Bajo rating,-2.018826911123184,-0.5548896689516127
4798,8.32,1.8,3.76,21,85.2,12.7,1082,3.5,web_development,Costa Rica,basic,full_time,none,0,Bajo on time delivery rate / Bajo rating,-1.870273657679345,-0.9895777945304856
4799,83.21,14.1,4.73,292,100.0,1.4,6060,65.0,machine_learning,El Salvador,native,part_time,rising_talent,1,Alto completed projects / Alto experience years,4.677391646149805,1.1483450520026302
4800,41.18,4.9,4.26,86,85.4,13.2,3241,30.9,customer_support,Mexico,basic,full_time,none,2,Bajo response time hours / Alto on time delivery rate,0.3096488987213136,-0.11459062176612009
4801,21.57,6.3,4.61,79,93.2,4.0,2102,35.0,copywriting,Costa Rica,intermediate,full_time,top_rated,2,Bajo response time hours / Alto on time delivery rate,0.6226420291153252,-1.2966466230792215
4802,43.56,4.3,4.64,40,94.7,8.5,1375,45.0,copywriting,Argentina,intermediate,limited,expert_vetted,2,Bajo response time hours / Alto on time delivery rate,0.5664626934389757,-1.1908591544231781
4803,39.18,3.6,4.78,102,92.8,8.4,2842,52.8,machine_learning,Costa Rica,advanced,full_time,none,2,Bajo response time hours / Alto on time delivery rate,1.1564709552311931,-1.0200443337518812
4804,35.98,5.5,3.91,56,72.1,18.6,2066,2.3,machine_learning,Chile,advanced,part_time,top_rated,0,Bajo on time delivery rate / Bajo rating,-1.2087958029126176,0.41055147086470534
4805,32.69,2.9,3.08,17,45.1,21.8,1010,2.0,customer_support,Guatemala,basic,part_time,verified,0,Bajo on time delivery rate / Bajo rating,-3.2043903363968065,1.3852338476814283
4806,70.39,11.9,4.61,172,97.5,7.9,4947,58.9,mobile_development,Colombia,basic,limited,expert_vetted,1,Alto completed projects / Alto experience years,3.192408864747689,0.6085198321534697
4807,19.53,3.0,3.68,16,79.9,20.3,431,7.7,digital_marketing,Chile,intermediate,full_time,top_rated,0,Bajo on time delivery rate / Bajo rating,-1.9953333617119615,-0.37324210005665936
4808,9.56,1.2,4.08,21,87.7,41.6,464,18.2,copywriting,Chile,native,full_time,rising_talent,0,Bajo on time delivery rate / Bajo rating,-1.9562590263078365,-0.6206862254137616
4809,31.19,7.0,4.45,87,83.3,6.5,3039,26.6,mobile_development,Chile,intermediate,part_time,top_rated,2,Bajo response time hours / Alto on time delivery rate,0.4589137589823331,-0.45163843537476234
4810,12.6,1.5,3.97,3,65.6,42.0,722,7.3,mobile_development,Costa Rica,basic,limited,none,0,Bajo on time delivery rate / Bajo rating,-2.8099194957689657,0.11912644271706617
4811,47.95,10.5,4.96,346,96.3,6.7,6093,44.5,customer_support,Argentina,native,full_time,none,1,Alto completed projects / Alto experience years,3.73539107372557,0.46741755567742954
4812,35.61,5.8,4.69,54,94.5,7.1,600,18.0,machine_learning,Peru,basic,full_time,none,2,Bajo response time hours / Alto on time delivery rate,0.118269008291168,-1.3577958261501641
4813,18.71,0.5,3.64,13,73.7,22.9,986,14.6,machine_learning,Guatemala,intermediate,limited,rising_talent,0,Bajo on time delivery rate / Bajo rating,-2.2844208886563484,-0.24633304198305506
4814,33.62,6.6,4.29,111,88.5,10.8,2482,44.5,copywriting,Costa Rica,advanced,weekends,top_rated,2,Bajo response time hours / Alto on time delivery rate,0.7464885337621905,-0.33569828793616263
4815,161.38,10.7,2.5,150,96.0,114.71,5214,63.3,copywriting,Guatemala,native,limited,none,1,Alto completed projects / Alto experience years,1.151104995060506,6.999683354908323
4816,30.97,1.2,2.9,32,58.6,21.7,886,3.7,machine_learning,Mexico,intermediate,part_time,none,0,Bajo on time delivery rate / Bajo rating,-3.047882514921805,1.0740421099671615
4817,85.48,11.7,4.93,275,95.4,2.2,6617,45.1,copywriting,Argentina,advanced,weekends,rising_talent,1,Alto completed projects / Alto experience years,4.123399062550557,1.0130743420362027
4818,8.52,1.9,4.22,17,69.1,43.6,376,12.6,copywriting,Mexico,intermediate,part_time,verified,0,Bajo on time delivery rate / Bajo rating,-2.497166662237874,-0.16412378257902194
4819,11.14,1.6,3.76,15,67.1,39.3,619,5.9,digital_marketing,El Salvador,intermediate,part_time,none,0,Bajo on time delivery rate / Bajo rating,-2.848684014011348,0.2049962602559826
4820,15.9,0.2,4.36,18,87.5,41.3,875,18.0,data_analysis,Colombia,intermediate,full_time,top_rated,0,Bajo on time delivery rate / Bajo rating,-1.747129409126198,-0.7372041908308684
4821,39.72,3.3,4.7,115,88.8,14.0,1463,47.5,copywriting,El Salvador,advanced,part_time,none,2,Bajo response time hours / Alto on time delivery rate,0.6147737722346263,-0.8270334863095126
4822,9.94,2.1,3.64,9,86.2,26.9,865,12.0,web_development,Guatemala,basic,part_time,none,0,Bajo on time delivery rate / Bajo rating,-2.034527704388045,-0.509310568806023
4823,38.14,6.4,4.61,82,84.5,10.7,2100,36.8,data_analysis,Mexico,advanced,full_time,top_rated,2,Bajo response time hours / Alto on time delivery rate,0.5349264377003116,-0.5573245267279155
4824,20.84,3.6,4.39,75,93.0,3.3,1605,50.3,mobile_development,Colombia,advanced,part_time,top_rated,2,Bajo response time hours / Alto on time delivery rate,0.39452432705641505,-1.3855930001883483
4825,43.69,6.2,4.24,88,91.6,9.5,1980,28.0,machine_learning,Colombia,intermediate,full_time,none,2,Bajo response time hours / Alto on time delivery rate,0.42728565647098454,-0.3731352996572374
4826,61.43,9.8,4.8,243,98.6,1.7,5619,49.8,graphic_design,Guatemala,advanced,part_time,none,1,Alto completed projects / Alto experience years,3.417661679672828,0.25472920220036016
4827,14.04,2.3,4.38,3,71.2,41.0,960,9.1,customer_support,Colombia,intermediate,full_time,rising_talent,0,Bajo on time delivery rate / Bajo rating,-2.218045772188797,-0.2665411902176672
4828,48.69,9.5,3.79,16,48.6,45.5,1201,10.2,graphic_design,Argentina,advanced,full_time,top_rated,0,Bajo on time delivery rate / Bajo rating,-2.03453567609536,2.142075443164754
4829,20.82,2.3,4.08,12,79.0,18.8,1133,5.1,data_analysis,Peru,native,full_time,verified,0,Bajo on time delivery rate / Bajo rating,-1.7382203584036402,-0.691456735580105
4830,38.51,4.8,4.24,83,95.9,13.3,3341,33.7,customer_support,Costa Rica,advanced,limited,rising_talent,2,Bajo response time hours / Alto on time delivery rate,0.6038104465825639,-0.4143160502597521
4831,22.11,3.6,2.83,89,60.7,67.5,1130,0.7,data_analysis,Colombia,intermediate,full_time,none,0,Bajo on time delivery rate / Bajo rating,-3.39871742241381,2.5679227239645104
4832,78.08,13.2,4.76,346,98.7,3.3,9013,43.3,copywriting,Peru,advanced,weekends,none,1,Alto completed projects / Alto experience years,4.860929660095022,1.586694028058151
4833,26.39,5.3,4.75,55,95.5,15.9,2478,22.6,mobile_development,El Salvador,advanced,weekends,verified,2,Bajo response time hours / Alto on time delivery rate,0.2913829396480821,-1.1435854984891185
4834,17.42,0.6,3.61,2,71.9,30.8,251,2.2,digital_marketing,Chile,intermediate,weekends,none,0,Bajo on time delivery rate / Bajo rating,-2.881705086116086,-0.09049004045953414
4835,21.47,2.7,4.04,9,76.5,28.8,398,13.1,customer_support,El Salvador,intermediate,part_time,verified,0,Bajo on time delivery rate / Bajo rating,-1.9484471450077612,-0.34163305868814625
4836,37.62,4.1,4.77,87,95.9,14.8,1743,20.8,copywriting,Chile,advanced,part_time,none,2,Bajo response time hours / Alto on time delivery rate,0.3514860227292064,-1.060640512526896
4837,69.81,11.6,4.75,332,94.3,7.2,9330,71.6,digital_marketing,Mexico,native,limited,none,1,Alto completed projects / Alto experience years,4.898272614908199,1.5386437802293234
4838,79.03,13.5,4.64,296,91.5,3.4,7656,70.4,data_analysis,Colombia,advanced,part_time,verified,1,Alto completed projects / Alto experience years,4.632626787204317,1.608746916760779
4839,47.94,8.9,3.61,79,55.6,64.5,2389,17.6,machine_learning,Costa Rica,basic,full_time,top_rated,0,Bajo on time delivery rate / Bajo rating,-1.6978296389845642,2.9204372877657114
4840,58.99,12.9,4.63,201,97.3,5.1,4337,45.6,digital_marketing,Peru,advanced,weekends,rising_talent,1,Alto completed projects / Alto experience years,2.994083721506703,0.38799887222305546
4841,35.62,3.3,4.53,113,86.2,8.7,2329,42.0,web_development,Peru,intermediate,weekends,none,2,Bajo response time hours / Alto on time delivery rate,0.5104155753498983,-0.7562862168200548
4842,28.26,4.8,4.36,40,86.8,3.2,1433,20.6,copywriting,El Salvador,native,full_time,none,2,Bajo response time hours / Alto on time delivery rate,-0.308865910399622,-1.1383833515466086
4843,62.58,13.6,4.88,137,93.1,1.4,4013,66.2,copywriting,El Salvador,intermediate,full_time,none,1,Alto completed projects / Alto experience years,3.1988471747761578,0.06399051364794844
4844,32.61,6.9,4.76,98,82.6,11.6,3696,49.6,graphic_design,Colombia,intermediate,part_time,rising_talent,2,Bajo response time hours / Alto on time delivery rate,1.1293457184494946,-0.42974740242654647
4845,56.87,8.1,4.94,217,99.0,4.1,3251,65.2,data_analysis,Peru,intermediate,part_time,none,1,Alto completed projects / Alto experience years,2.9869356039111525,-0.39726285061985217
4846,35.35,3.9,4.49,100,90.4,13.4,3787,44.1,graphic_design,Guatemala,intermediate,part_time,none,2,Bajo response time hours / Alto on time delivery rate,0.820279146882755,-0.49050166214621316
4847,40.81,6.4,4.65,88,87.2,10.8,3043,45.6,digital_marketing,Costa Rica,advanced,limited,top_rated,2,Bajo response time hours / Alto on time delivery rate,1.0224463107768014,-0.4814280793884843
4848,31.67,9.7,3.25,89,76.8,60.6,3355,9.4,copywriting,Argentina,advanced,limited,rising_talent,0,Bajo on time delivery rate / Bajo rating,-1.313775899618158,2.4827954437798687
4849,49.13,11.2,4.85,134,96.2,1.3,2724,54.0,copywriting,Colombia,advanced,part_time,rising_talent,1,Alto completed projects / Alto experience years,2.4280925930612316,-0.5544348425835866
