freelancer_id,hourly_rate,experience_years,rating,completed_projects,on_time_delivery_rate,response_time_hours,profile_views,repeat_client_rate,skill_category,country,english_level,availability,platform_badge
4480,29.81,5.5,4.45,72,88.7,6.0,1952,38.9,digital_marketing,Costa Rica,advanced,full_time,none
4481,29.92,6.3,4.43,52,90.7,6.7,1426,19.2,graphic_design,Peru,basic,weekends,top_rated
4482,41.52,6.1,4.31,80,90.9,11.3,1408,49.2,web_development,Peru,intermediate,part_time,rising_talent
4483,16.78,2.1,4.05,26,66.2,36.8,1390,14.6,mobile_development,Peru,advanced,part_time,none
4484,24.52,3.8,4.51,29,88.4,3.9,1030,24.6,machine_learning,Mexico,basic,part_time,none
4485,9.39,0.7,3.64,6,72.3,36.1,374,16.5,data_analysis,Colombia,intermediate,full_time,none
4486,88.09,9.3,4.99,204,94.5,1.7,4172,54.2,mobile_development,Costa Rica,native,weekends,none
4487,21.98,1.4,3.97,15,74.3,20.0,558,7.0,graphic_design,El Salvador,native,part_time,none
4488,9.73,1.5,3.88,9,78.7,32.0,308,24.4,customer_support,Peru,intermediate,limited,none
4489,77.49,9.0,4.74,159,96.7,3.2,4164,42.4,digital_marketing,El Salvador,intermediate,full_time,verified
4490,32.64,6.1,3.94,15,63.2,37.1,563,1.4,customer_support,El Salvador,advanced,full_time,rising_talent
4491,14.92,1.9,3.76,30,76.8,25.9,1503,22.6,mobile_development,Costa Rica,advanced,full_time,rising_talent
4492,37.21,4.0,3.39,8,49.3,29.1,227,6.3,data_analysis,Chile,native,full_time,none
4493,48.46,8.2,3.5,34,53.0,29.4,1172,8.6,graphic_design,Argentina,advanced,full_time,rising_talent
4494,11.9,0.6,4.17,8,66.0,20.6,602,12.7,data_analysis,Guatemala,intermediate,part_time,rising_talent
4495,65.59,13.7,4.9,93,92.3,5.3,1866,63.4,data_analysis,Guatemala,intermediate,part_time,none
4496,37.29,2.0,3.58,23,47.3,66.8,1249,16.2,digital_marketing,Chile,basic,part_time,none
4497,65.83,10.4,4.72,120,93.4,7.8,3398,70.3,copywriting,Costa Rica,intermediate,part_time,top_rated
4498,9.08,0.7,3.67,15,84.4,19.8,1078,7.3,graphic_design,Colombia,intermediate,full_time,rising_talent
4499,20.48,1.4,4.37,28,68.8,20.3,1039,12.2,data_analysis,Costa Rica,intermediate,limited,none
4500,54.01,8.7,3.92,5,63.0,55.9,364,13.5,web_development,Guatemala,native,part_time,expert_vetted
4501,78.08,7.1,4.88,275,96.7,4.2,4044,58.3,customer_support,Peru,advanced,part_time,none
4502,16.91,1.0,3.8,19,70.9,19.9,905,6.5,web_development,Argentina,native,part_time,verified
4503,16.18,0.4,4.11,15,83.0,17.7,480,8.3,web_development,Guatemala,intermediate,full_time,top_rated
4504,24.34,6.5,2.82,55,76.8,63.3,1326,6.0,customer_support,Mexico,intermediate,full_time,rising_talent
4505,12.54,2.2,3.4,40,64.1,53.5,975,18.2,web_development,El Salvador,intermediate,full_time,none
4506,32.88,6.5,4.21,116,88.8,10.5,1158,26.0,web_development,Peru,intermediate,limited,top_rated
4507,34.93,3.9,4.78,80,93.6,14.8,1615,39.4,graphic_design,Mexico,advanced,full_time,rising_talent
4508,39.9,5.8,4.46,87,90.2,8.9,2275,47.5,copywriting,Costa Rica,native,part_time,none
4509,19.27,2.0,4.15,21,67.9,46.6,1338,11.3,digital_marketing,Mexico,intermediate,part_time,none
4510,9.08,1.1,3.78,24,66.5,19.9,1344,10.5,digital_marketing,Guatemala,advanced,part_time,none
4511,53.4,14.8,4.8,106,94.4,4.7,1581,68.9,mobile_development,Colombia,advanced,weekends,none
4512,17.87,2.4,4.15,24,75.4,16.0,1058,23.7,web_development,Mexico,intermediate,full_time,none
4513,38.19,5.1,4.67,51,84.3,14.9,797,39.6,graphic_design,Argentina,intermediate,part_time,top_rated
4514,46.88,10.3,4.88,218,97.7,3.8,5242,75.2,mobile_development,Guatemala,basic,limited,none
4515,86.36,11.5,4.79,306,90.8,3.8,8496,51.7,graphic_design,Mexico,intermediate,full_time,none
4516,10.19,0.8,4.32,13,87.4,26.6,545,8.6,mobile_development,Chile,basic,full_time,expert_vetted
4517,88.42,10.6,4.77,270,99.8,3.6,5351,43.0,copywriting,Colombia,basic,part_time,none
4518,38.98,4.0,4.45,95,91.2,3.4,2605,29.0,web_development,Argentina,basic,full_time,none
4519,35.09,4.4,4.56,48,82.2,14.5,1457,43.3,web_development,Costa Rica,advanced,limited,rising_talent
4520,10.43,0.4,3.83,32,83.6,33.5,1519,11.5,data_analysis,Guatemala,intermediate,weekends,verified
4521,49.27,8.9,4.92,194,91.4,2.5,5498,73.3,mobile_development,El Salvador,advanced,part_time,none
4522,41.16,4.6,4.67,74,88.7,7.1,2512,19.0,graphic_design,Chile,intermediate,limited,verified
4523,21.44,2.7,4.07,10,71.4,46.0,949,20.8,web_development,Costa Rica,advanced,weekends,top_rated
4524,21.98,4.4,4.26,105,82.4,9.0,4424,40.1,data_analysis,Costa Rica,advanced,weekends,none
4525,73.75,12.3,4.74,112,97.7,5.5,1714,50.1,graphic_design,Argentina,advanced,part_time,none
4526,16.45,0.0,3.57,11,81.5,35.9,598,24.1,machine_learning,Mexico,native,part_time,top_rated
4527,74.1,14.2,4.87,217,94.0,5.4,7323,60.0,machine_learning,Argentina,advanced,full_time,top_rated
4528,20.27,3.7,4.45,97,92.1,5.5,2230,17.2,graphic_design,Chile,advanced,part_time,rising_talent
4529,15.56,2.7,4.3,10,72.8,13.1,952,5.6,data_analysis,El Salvador,advanced,part_time,none
4530,41.56,3.4,4.46,113,82.3,8.1,2926,15.8,data_analysis,Costa Rica,intermediate,part_time,rising_talent
4531,8.83,2.9,3.51,14,72.2,44.2,994,22.4,customer_support,Mexico,intermediate,full_time,top_rated
4532,32.99,4.2,4.36,28,85.8,15.0,1686,16.7,machine_learning,Chile,intermediate,full_time,none
4533,79.31,9.0,4.88,118,98.0,1.9,2052,70.2,digital_marketing,Argentina,basic,full_time,verified
4534,77.39,13.0,4.85,163,99.1,1.5,3588,60.3,mobile_development,Colombia,advanced,part_time,rising_talent
4535,50.03,8.6,3.15,7,74.4,44.9,187,11.5,machine_learning,Colombia,native,weekends,none
4536,51.64,11.0,4.72,93,91.4,1.8,2822,49.8,web_development,Argentina,advanced,part_time,none
4537,21.91,1.2,3.79,3,73.9,45.7,845,22.8,data_analysis,Colombia,advanced,full_time,none
4538,9.58,2.0,3.79,16,83.4,10.3,770,12.4,machine_learning,Argentina,advanced,part_time,top_rated
4539,16.7,8.4,3.21,84,52.8,43.3,2731,7.2,digital_marketing,Guatemala,advanced,limited,none
4540,50.87,3.2,3.89,29,75.0,52.8,1204,13.6,copywriting,Guatemala,intermediate,full_time,rising_talent
4541,22.46,7.6,3.54,25,55.7,32.4,874,15.0,web_development,Costa Rica,intermediate,full_time,top_rated
4542,53.63,8.3,3.75,93,75.2,45.8,2732,3.4,copywriting,Mexico,basic,full_time,none
4543,155.9,0.6,2.38,15,83.4,116.43,663,18.7,copywriting,Mexico,intermediate,full_time,rising_talent
4544,11.09,2.9,3.88,20,72.2,33.1,618,4.9,copywriting,Mexico,intermediate,part_time,top_rated
4545,40.87,6.2,3.21,89,55.0,34.6,2044,3.4,web_development,Mexico,basic,full_time,rising_talent
4546,27.33,6.2,3.74,56,51.3,56.3,1879,7.1,digital_marketing,El Salvador,intermediate,part_time,rising_talent
4547,33.36,4.0,4.55,42,84.1,7.8,503,19.8,machine_learning,Chile,advanced,full_time,top_rated
4548,38.53,5.3,4.23,99,93.4,8.2,3697,32.6,customer_support,Chile,advanced,part_time,rising_talent
4549,13.36,1.1,4.29,6,74.2,40.7,1047,6.7,mobile_development,Costa Rica,intermediate,weekends,top_rated
4550,35.94,3.8,4.6,107,91.6,9.1,3312,39.3,graphic_design,El Salvador,intermediate,part_time,none
4551,26.07,7.7,2.97,7,60.6,70.7,785,17.1,customer_support,Peru,intermediate,full_time,none
4552,12.84,1.8,3.75,7,69.2,18.3,848,11.4,copywriting,Guatemala,intermediate,full_time,rising_talent
4553,45.31,14.6,4.94,315,93.1,6.0,6578,58.5,data_analysis,Costa Rica,basic,full_time,rising_talent
4554,14.73,2.6,4.1,9,70.3,37.7,629,6.1,machine_learning,Peru,intermediate,part_time,none
4555,19.0,2.6,4.09,4,79.3,20.8,1018,3.9,data_analysis,Costa Rica,intermediate,full_time,rising_talent
4556,35.49,3.5,4.76,68,93.8,11.5,855,32.3,mobile_development,Peru,advanced,part_time,none
4557,16.56,1.4,3.6,65,46.1,67.9,1687,8.9,digital_marketing,Peru,intermediate,part_time,rising_talent
4558,24.73,3.4,4.29,60,92.6,5.0,881,18.4,web_development,Chile,intermediate,limited,none
4559,88.29,11.3,4.8,260,97.7,4.2,3728,54.9,web_development,Guatemala,native,limited,none
4560,30.89,4.1,3.7,54,47.4,46.2,652,12.7,machine_learning,Colombia,advanced,part_time,top_rated
4561,42.19,6.7,4.7,96,84.0,15.7,2981,46.1,graphic_design,Guatemala,intermediate,weekends,none
4562,25.84,3.7,4.41,69,88.5,4.5,2405,48.1,digital_marketing,Costa Rica,intermediate,part_time,none
4563,59.44,9.4,4.82,99,94.4,6.8,1994,43.9,copywriting,Mexico,intermediate,part_time,none
4564,29.19,4.1,4.62,119,89.8,13.0,3706,50.5,graphic_design,Guatemala,intermediate,full_time,none
4565,59.19,11.1,4.76,328,92.1,1.1,8310,74.0,data_analysis,El Salvador,advanced,part_time,rising_talent
4566,42.94,4.9,4.68,48,87.0,4.6,1064,29.0,data_analysis,Colombia,advanced,full_time,none
4567,21.03,0.2,3.84,3,65.3,45.1,298,4.3,digital_marketing,Argentina,intermediate,weekends,top_rated
4568,20.02,5.6,4.7,33,94.7,15.2,842,33.5,mobile_development,Chile,intermediate,full_time,top_rated
4569,76.49,12.9,4.87,167,92.5,7.3,5008,73.5,mobile_development,El Salvador,intermediate,part_time,top_rated
4570,38.21,3.9,4.39,107,83.8,6.6,3420,23.2,graphic_design,Mexico,intermediate,weekends,none
4571,33.73,4.5,4.78,90,92.8,4.8,1656,33.6,data_analysis,Chile,intermediate,part_time,top_rated
4572,23.45,4.8,4.53,56,87.0,15.3,2122,23.4,digital_marketing,Chile,advanced,full_time,none
4573,15.2,0.6,3.85,19,76.2,40.9,1060,11.9,customer_support,El Salvador,basic,limited,rising_talent
4574,28.87,3.3,3.27,8,46.7,28.7,863,8.1,web_development,El Salvador,intermediate,weekends,verified
4575,21.88,1.0,3.72,6,69.4,13.8,800,7.4,customer_support,Colombia,advanced,full_time,none
4576,49.55,5.0,3.45,52,74.4,45.4,2184,15.5,data_analysis,Colombia,intermediate,full_time,none
4577,68.1,15.0,5.0,299,98.0,7.6,4797,51.4,machine_learning,Colombia,intermediate,full_time,none
4578,28.3,5.6,4.24,77,82.3,3.2,3064,28.1,web_development,El Salvador,advanced,full_time,expert_vetted
4579,21.45,0.8,4.12,28,75.4,18.8,383,24.1,machine_learning,Argentina,intermediate,part_time,none
4580,23.79,5.7,4.41,107,88.3,8.9,4031,21.7,mobile_development,Argentina,advanced,part_time,none
4581,15.1,0.8,3.9,29,66.5,32.3,391,10.3,digital_marketing,Chile,advanced,part_time,none
4582,19.4,1.0,4.07,29,69.6,36.4,722,18.8,machine_learning,Guatemala,native,part_time,top_rated
4583,94.84,7.6,4.71,342,99.2,5.6,3386,60.0,mobile_development,Chile,advanced,part_time,none
4584,28.51,6.1,4.31,106,88.7,12.4,4146,20.8,data_analysis,Mexico,intermediate,full_time,top_rated
4585,36.28,1.8,3.04,91,59.6,70.8,3650,13.1,customer_support,Colombia,native,part_time,verified
4586,29.55,5.2,4.36,34,88.9,12.8,946,48.8,data_analysis,Mexico,advanced,full_time,rising_talent
4587,33.47,6.2,4.37,48,83.3,12.5,1841,53.9,graphic_design,Colombia,advanced,part_time,none
4588,47.19,12.3,4.97,224,99.1,2.5,6709,44.7,digital_marketing,Argentina,basic,full_time,none
4589,16.54,0.5,4.39,33,87.4,34.4,1916,20.8,digital_marketing,Guatemala,advanced,full_time,none
4590,31.53,4.0,4.66,52,87.6,6.2,1592,19.0,copywriting,Mexico,intermediate,limited,none
4591,13.94,2.7,4.03,5,72.9,43.9,551,2.1,digital_marketing,Peru,intermediate,part_time,top_rated
4592,51.02,10.9,4.64,246,90.9,6.7,4545,40.4,machine_learning,Mexico,intermediate,full_time,top_rated
4593,29.42,3.6,4.75,54,92.7,8.0,1549,36.7,customer_support,Costa Rica,native,limited,none
4594,32.54,3.1,4.75,115,82.4,11.2,2180,27.3,web_development,Argentina,advanced,full_time,none
4595,16.53,3.0,3.48,11,71.0,58.7,556,14.1,data_analysis,Peru,advanced,limited,verified
4596,20.12,2.6,4.18,24,66.7,11.7,1201,14.4,copywriting,Guatemala,intermediate,weekends,top_rated
4597,56.33,10.2,4.64,218,98.7,1.2,4462,76.2,machine_learning,Guatemala,intermediate,full_time,rising_talent
4598,27.67,5.0,4.21,86,85.5,11.7,2731,28.3,digital_marketing,El Salvador,intermediate,part_time,none
4599,14.28,1.7,3.57,27,72.5,31.2,1104,2.6,copywriting,Guatemala,advanced,full_time,rising_talent
4600,22.75,6.9,4.77,115,95.6,8.8,1312,54.4,copywriting,Costa Rica,intermediate,weekends,verified
4601,70.65,14.3,4.87,112,95.5,5.4,3606,60.2,mobile_development,Argentina,intermediate,limited,verified
4602,15.86,2.0,3.88,38,74.9,67.9,1535,14.2,copywriting,Colombia,native,part_time,none
4603,28.34,5.3,4.54,119,84.7,14.4,3829,40.8,copywriting,Costa Rica,intermediate,full_time,none
4604,21.15,6.1,4.47,75,83.3,12.1,2300,32.6,mobile_development,Mexico,basic,full_time,top_rated
4605,46.63,14.6,4.84,199,98.4,3.3,5434,76.2,data_analysis,Guatemala,advanced,full_time,verified
4606,27.92,4.1,4.28,27,89.2,11.3,846,29.2,machine_learning,Guatemala,intermediate,full_time,verified
4607,32.71,3.4,4.7,109,90.8,16.0,1762,17.1,mobile_development,Colombia,advanced,full_time,rising_talent
4608,31.54,6.5,4.36,57,92.4,3.0,1159,29.4,data_analysis,Colombia,intermediate,full_time,rising_talent
4609,12.74,1.3,3.64,28,75.8,29.9,1593,20.8,customer_support,Costa Rica,intermediate,part_time,none
4610,32.78,5.4,4.4,97,89.3,14.5,1714,42.6,copywriting,Chile,native,full_time,top_rated
4611,24.26,5.3,4.48,47,93.3,15.9,1736,20.5,copywriting,Peru,native,part_time,verified
4612,32.64,3.3,4.32,32,90.3,10.7,1617,28.8,mobile_development,Mexico,advanced,limited,expert_vetted
4613,12.58,1.5,4.33,24,71.0,17.9,731,7.3,data_analysis,Mexico,intermediate,part_time,verified
4614,36.48,5.5,4.65,110,87.8,11.7,3969,50.3,copywriting,Colombia,intermediate,weekends,none
4615,28.77,4.5,4.77,56,91.2,13.1,2114,51.6,copywriting,Guatemala,native,part_time,verified
4616,28.95,3.2,4.64,79,82.5,3.1,2679,34.9,digital_marketing,Argentina,advanced,part_time,none
4617,28.06,4.7,4.53,85,90.4,13.5,2690,26.7,machine_learning,Argentina,advanced,part_time,none
4618,12.71,5.7,2.83,89,51.3,20.8,1134,16.3,machine_learning,Guatemala,intermediate,part_time,none
4619,17.96,0.2,4.06,27,71.3,45.6,1803,11.2,customer_support,Chile,native,part_time,none
4620,8.53,0.0,3.53,34,80.0,25.9,449,2.1,data_analysis,Guatemala,advanced,weekends,top_rated
4621,44.25,6.5,3.5,44,50.4,26.1,1563,8.2,digital_marketing,Peru,intermediate,full_time,top_rated
4622,8.47,1.4,4.11,10,79.8,42.2,329,5.3,copywriting,Colombia,basic,weekends,verified
4623,49.5,4.1,3.06,51,58.9,24.6,2237,12.9,customer_support,Guatemala,basic,full_time,rising_talent
4624,27.77,5.6,4.75,79,84.1,6.7,1954,28.0,digital_marketing,El Salvador,advanced,full_time,rising_talent
4625,25.59,6.9,4.26,111,86.5,10.2,2951,21.8,data_analysis,Chile,advanced,limited,none
4626,9.2,0.9,4.29,1,65.3,35.6,245,21.8,customer_support,Peru,advanced,part_time,top_rated
4627,30.52,3.3,4.27,91,89.2,10.9,1858,28.2,machine_learning,Mexico,advanced,full_time,rising_talent
4628,34.33,6.8,4.41,56,86.5,4.8,1534,29.4,web_development,Costa Rica,intermediate,weekends,top_rated
4629,36.49,6.8,4.2,26,92.2,10.6,816,37.4,data_analysis,Peru,advanced,weekends,top_rated
4630,41.63,4.8,3.99,69,52.8,55.6,2123,9.6,data_analysis,Argentina,intermediate,limited,top_rated
4631,19.44,3.0,4.39,12,83.4,18.5,663,14.5,digital_marketing,Chile,advanced,full_time,none
4632,27.98,4.4,4.52,46,84.2,11.4,1714,25.9,copywriting,El Salvador,native,part_time,none
4633,30.7,5.1,4.54,81,86.9,15.9,3045,52.2,data_analysis,Guatemala,advanced,part_time,none
4634,34.56,3.6,4.7,53,84.8,11.2,1319,30.1,customer_support,Colombia,intermediate,weekends,top_rated
4635,12.64,2.1,3.76,35,66.7,41.2,1357,7.9,customer_support,Argentina,native,weekends,verified
4636,29.18,5.8,4.38,37,83.7,5.3,1272,33.5,data_analysis,Guatemala,advanced,part_time,none
4637,22.55,6.9,3.83,65,55.7,23.3,1195,12.7,digital_marketing,El Salvador,advanced,full_time,expert_vetted
4638,30.24,7.8,2.84,91,46.4,26.0,3106,10.1,copywriting,Colombia,advanced,part_time,rising_talent
4639,31.64,6.9,4.3,85,82.4,10.2,1943,19.7,data_analysis,El Salvador,advanced,full_time,none
4640,16.5,1.3,3.98,33,82.3,20.4,768,7.8,data_analysis,El Salvador,intermediate,limited,none
4641,24.39,6.9,4.53,84,95.7,14.4,2200,26.4,machine_learning,Argentina,advanced,weekends,top_rated
4642,42.93,4.1,4.62,62,83.9,16.0,824,53.6,web_development,Peru,basic,full_time,rising_talent
4643,24.26,1.5,3.83,62,71.8,38.1,2383,12.2,graphic_design,Peru,advanced,full_time,verified
4644,8.95,1.1,3.83,17,67.0,45.2,920,17.0,customer_support,Guatemala,basic,part_time,none
4645,49.4,11.8,4.83,167,92.1,7.5,4072,69.3,digital_marketing,Chile,intermediate,limited,expert_vetted
4646,13.89,2.1,3.5,29,83.7,25.9,1075,2.2,digital_marketing,Colombia,advanced,limited,none
4647,25.78,5.6,4.6,103,84.2,6.1,3061,24.9,copywriting,Mexico,basic,full_time,rising_talent
4648,12.12,3.4,3.04,14,74.0,53.4,683,7.5,digital_marketing,Costa Rica,intermediate,full_time,none
4649,20.6,4.8,4.59,97,85.7,6.3,3116,28.4,web_development,Peru,advanced,limited,none
4650,34.28,4.1,4.61,72,94.1,14.7,2814,42.5,mobile_development,Chile,advanced,full_time,top_rated
4651,44.69,6.1,3.59,95,50.1,18.2,2855,11.4,web_development,Peru,intermediate,full_time,rising_talent
4652,31.24,6.3,4.76,69,84.3,4.3,2249,37.0,web_development,El Salvador,advanced,limited,expert_vetted
4653,15.25,2.8,3.88,23,70.6,47.7,1292,17.2,copywriting,El Salvador,advanced,part_time,none
4654,15.29,1.7,3.65,16,77.8,40.1,966,9.9,mobile_development,Chile,intermediate,full_time,none
4655,92.05,9.1,4.87,350,90.9,6.1,7739,78.6,machine_learning,Guatemala,basic,full_time,none
4656,42.88,4.7,4.76,40,95.6,13.4,1427,16.1,copywriting,Peru,intermediate,full_time,verified
4657,41.48,8.9,3.07,71,48.3,26.0,1904,0.4,machine_learning,Chile,advanced,full_time,rising_talent
4658,20.68,4.2,4.3,98,95.0,11.5,3019,19.1,mobile_development,Mexico,native,weekends,none
4659,88.89,7.1,4.83,117,96.4,6.1,4295,75.7,copywriting,Peru,advanced,full_time,top_rated
4660,32.52,2.4,2.94,53,77.3,21.2,2142,15.9,copywriting,Argentina,native,full_time,top_rated
4661,51.96,14.2,4.87,336,98.4,6.3,8743,49.7,machine_learning,Mexico,intermediate,full_time,verified
4662,41.27,5.7,4.21,64,89.8,4.6,832,41.9,mobile_development,Costa Rica,advanced,full_time,none
4663,64.9,12.9,4.91,264,99.8,6.7,6021,48.7,digital_marketing,Argentina,native,part_time,top_rated
4664,14.41,3.9,3.32,89,45.4,34.0,1756,7.7,mobile_development,El Salvador,advanced,full_time,none
4665,21.18,2.1,4.31,21,78.1,13.1,884,8.9,graphic_design,Argentina,basic,part_time,top_rated
4666,81.46,14.9,4.91,161,94.9,1.9,2539,74.0,machine_learning,Peru,intermediate,limited,top_rated
4667,92.19,10.7,4.67,212,91.1,4.6,3495,69.3,data_analysis,Peru,native,part_time,top_rated
4668,13.43,1.2,3.51,34,81.3,47.5,868,24.5,mobile_development,Argentina,advanced,part_time,rising_talent
4669,11.06,1.6,3.64,12,84.5,28.8,733,21.0,graphic_design,Mexico,advanced,full_time,verified
4670,13.04,1.5,4.15,31,72.6,40.2,1563,7.2,web_development,Argentina,intermediate,weekends,top_rated
4671,35.34,4.6,4.3,99,89.2,5.4,2810,23.3,data_analysis,El Salvador,advanced,limited,none
4672,46.41,9.9,4.72,121,93.2,5.2,2865,67.4,graphic_design,El Salvador,intermediate,full_time,rising_talent
4673,41.38,10.0,2.92,74,74.3,53.4,2958,13.4,data_analysis,Peru,advanced,part_time,top_rated
4674,22.0,1.6,3.69,27,86.1,42.5,1185,10.7,digital_marketing,El Salvador,intermediate,part_time,none
4675,15.07,0.4,4.28,34,84.1,25.4,1749,3.5,copywriting,El Salvador,advanced,part_time,none
4676,75.24,13.1,4.79,292,93.5,5.5,3095,72.7,machine_learning,Costa Rica,advanced,part_time,none
4677,67.16,13.6,4.68,288,94.3,2.2,6142,41.0,data_analysis,Colombia,advanced,part_time,top_rated
4678,77.84,9.8,4.92,328,92.1,7.8,4663,42.3,web_development,Chile,intermediate,full_time,rising_talent
4679,16.3,0.8,4.11,29,71.4,29.4,1130,14.2,mobile_development,Peru,intermediate,part_time,top_rated
4680,14.71,6.8,2.82,39,68.4,30.1,1703,5.5,graphic_design,Guatemala,intermediate,weekends,top_rated
4681,8.36,0.3,4.22,5,75.7,20.8,243,14.4,graphic_design,Guatemala,native,full_time,none
4682,21.95,0.7,3.98,18,66.5,24.1,703,7.7,web_development,Colombia,native,full_time,none
4683,42.77,4.6,3.86,51,47.3,32.2,1697,8.8,digital_marketing,Argentina,native,full_time,top_rated
4684,35.54,5.6,4.59,105,88.0,7.4,2127,41.1,machine_learning,Guatemala,advanced,weekends,none
4685,19.13,1.2,3.53,26,65.8,11.4,1046,21.0,machine_learning,Argentina,advanced,full_time,top_rated
4686,25.82,6.9,4.69,47,90.2,15.5,1889,39.3,customer_support,Costa Rica,intermediate,limited,none
4687,16.14,1.5,3.66,27,70.1,11.4,1541,4.7,customer_support,Guatemala,intermediate,full_time,rising_talent
4688,43.29,9.4,3.57,75,60.4,54.5,2368,8.2,mobile_development,Chile,advanced,part_time,verified
4689,32.19,5.7,4.36,82,93.3,4.7,3367,52.5,digital_marketing,Colombia,advanced,part_time,top_rated
4690,54.61,13.8,4.95,284,98.1,4.9,8387,60.9,mobile_development,Costa Rica,intermediate,full_time,verified
4691,49.17,10.7,4.96,85,98.8,4.6,2958,88.7,graphic_design,Peru,basic,full_time,verified
4692,41.64,4.6,4.3,66,94.8,6.1,2381,26.7,web_development,Colombia,intermediate,part_time,top_rated
4693,8.35,2.6,4.34,10,86.1,43.2,691,16.1,customer_support,Colombia,native,part_time,none
4694,21.61,2.0,3.55,1,68.5,17.7,285,14.5,web_development,Guatemala,intermediate,part_time,none
4695,27.58,5.1,4.23,76,85.8,14.1,1395,42.4,machine_learning,Guatemala,advanced,limited,top_rated
4696,19.52,4.6,3.65,79,45.7,60.6,2637,5.4,graphic_design,Guatemala,advanced,limited,rising_talent
4697,81.09,15.0,4.65,164,98.2,5.3,3369,48.1,mobile_development,El Salvador,intermediate,part_time,none
4698,10.61,1.6,4.18,3,86.0,42.6,703,14.3,web_development,Costa Rica,advanced,full_time,top_rated
4699,17.06,9.9,3.42,73,74.3,27.6,2149,9.0,digital_marketing,Peru,intermediate,part_time,top_rated
4700,22.95,6.4,4.28,80,87.3,14.9,1065,31.7,data_analysis,El Salvador,intermediate,full_time,expert_vetted
4701,35.38,4.3,4.66,57,87.0,4.9,1424,20.8,customer_support,Argentina,intermediate,weekends,top_rated
4702,14.32,1.1,3.6,8,79.5,30.8,885,12.9,copywriting,Chile,advanced,part_time,expert_vetted
4703,9.93,2.1,4.29,28,82.7,31.2,656,14.8,customer_support,Guatemala,advanced,full_time,rising_talent
4704,103.02,6.1,3.01,91,94.0,100.2,1568,17.3,web_development,Guatemala,advanced,part_time,top_rated
4705,18.82,2.8,3.68,35,84.4,30.1,1228,13.8,customer_support,Colombia,intermediate,part_time,none
4706,19.32,1.2,4.16,9,78.7,45.1,618,22.6,web_development,El Salvador,native,part_time,top_rated
4707,21.22,2.8,4.17,4,73.3,35.2,120,23.8,copywriting,El Salvador,intermediate,part_time,top_rated
4708,11.72,0.5,3.76,26,74.3,21.9,583,6.2,web_development,Guatemala,basic,full_time,none
4709,53.03,9.7,3.32,12,64.9,57.3,846,14.7,mobile_development,Guatemala,intermediate,part_time,expert_vetted
4710,21.26,4.1,3.4,6,57.2,63.4,204,4.1,copywriting,Mexico,native,full_time,expert_vetted
4711,11.29,2.5,4.36,35,79.7,14.3,1219,3.9,web_development,Peru,intermediate,full_time,top_rated
4712,34.23,5.9,4.6,67,93.5,4.9,1937,43.6,data_analysis,Mexico,intermediate,full_time,none
4713,17.86,2.6,3.63,15,79.6,35.2,1153,15.2,mobile_development,Peru,advanced,part_time,none
4714,38.13,5.9,4.4,65,85.8,11.2,1945,24.5,web_development,Guatemala,advanced,weekends,none
4715,87.92,14.0,4.66,295,90.9,1.3,5209,86.4,machine_learning,Guatemala,advanced,limited,top_rated
4716,93.53,11.5,4.87,160,95.2,4.5,5486,54.6,copywriting,Colombia,intermediate,weekends,top_rated
4717,36.4,5.8,4.41,70,96.0,7.2,2693,37.3,copywriting,Argentina,advanced,full_time,none
4718,20.37,2.9,3.82,13,55.0,45.3,403,13.2,mobile_development,Mexico,advanced,part_time,verified
4719,21.96,5.4,4.47,113,94.5,4.4,3195,29.5,graphic_design,Peru,native,full_time,rising_talent
4720,9.64,2.1,4.39,17,87.3,44.1,1217,4.4,web_development,El Salvador,intermediate,full_time,none
4721,41.02,6.8,4.44,107,95.6,12.9,1518,53.0,copywriting,Peru,basic,part_time,top_rated
4722,90.95,13.9,4.68,285,96.9,3.4,5286,63.9,customer_support,Guatemala,intermediate,full_time,none
4723,20.73,1.8,4.08,30,66.8,12.3,598,11.6,machine_learning,Argentina,intermediate,full_time,top_rated
4724,21.63,4.4,4.36,110,86.7,15.6,3112,44.6,copywriting,Mexico,intermediate,full_time,none
4725,27.84,3.2,4.22,73,93.3,4.4,2724,22.9,digital_marketing,Chile,advanced,full_time,none
4726,21.8,2.5,3.51,20,80.5,39.5,606,5.9,mobile_development,Peru,basic,weekends,none
4727,38.71,5.7,4.53,54,82.9,6.8,1449,31.2,digital_marketing,Chile,intermediate,full_time,verified
4728,16.33,0.2,4.19,25,68.4,15.5,723,4.6,machine_learning,Guatemala,intermediate,part_time,rising_talent
4729,40.49,1.2,3.55,19,56.0,25.4,1205,12.2,data_analysis,Mexico,basic,part_time,top_rated
4730,50.72,1.8,3.62,91,54.3,26.2,2771,17.8,machine_learning,El Salvador,intermediate,limited,rising_talent
4731,31.29,3.7,4.64,31,94.3,10.8,837,43.8,web_development,Argentina,intermediate,limited,rising_talent
4732,72.01,10.3,4.64,108,92.1,3.7,2611,60.5,mobile_development,Guatemala,advanced,full_time,top_rated
4733,17.44,1.0,3.8,29,73.8,13.0,692,8.1,digital_marketing,Argentina,advanced,full_time,top_rated
4734,32.13,5.9,4.21,35,92.3,5.5,954,54.3,data_analysis,Costa Rica,native,full_time,none
4735,11.58,1.0,4.26,27,79.8,46.6,528,11.1,machine_learning,Costa Rica,basic,part_time,none
